Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Series_Complete_Yes,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Additional_Doses,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen
11/12/2021,MA,12795880,545900,4982600,7267380,4844592,353060,1781854,2709531,722960.0,274099.0,443559.0,5299.0
11/12/2021,NY,34235055,1590800,12797380,19846875,13122278,1138454,4641778,7339160,1114473.0,377520.0,724824.0,12106.0
11/12/2021,PA,22731135,1306100,9120460,12304575,7864724,694472,2943801,4225876,756329.0,290450.0,459047.0,6810.0
11/12/2021,SC,8103545,392600,3388080,4322865,2603943,187110,963909,1452614,396078.0,123252.0,267518.0,5065.0
11/12/2021,UT,4770000,214000,1749440,2806560,1747307,152220,608302,986776,212824.0,58195.0,152634.0,1994.0
11/12/2021,DD2,5741770,204400,1954500,3582870,2721096,252485,870156,1598331,719.0,175.0,534.0,10.0
11/12/2021,KY,6766205,329800,2877940,3558465,2292491,194237,910148,1186674,397935.0,154568.0,237626.0,5696.0
11/12/2021,MS,4349735,197200,1817980,2334555,1376632,76283,545336,754441,174990.0,74746.0,98844.0,1189.0
11/12/2021,TX,47394675,2308100,17944780,27141795,15639529,1214145,5691509,8733572,2085260.0,868833.0,1194883.0,21479.0
11/12/2021,ND,1108080,47500,436220,624360,366670,32967,137608,196092,70594.0,26799.0,43127.0,668.0
11/12/2021,GA,16735735,727900,6836100,9171735,5180629,286289,2009239,2881370,616971.0,256065.0,356326.0,4368.0
11/12/2021,WA,13344185,668900,5096200,7579085,4884881,415087,1775644,2691573,781571.0,280985.0,492438.0,7977.0
11/12/2021,MP,91800,3000,21180,67620,35140,904,4682,29554,4877.0,372.0,4497.0,8.0
11/12/2021,FM,102480,12200,80440,9840,41550,11666,29185,698,677.0,657.0,6.0,14.0
11/12/2021,VI,122360,1800,32540,88020,49822,1524,13230,35064,4283.0,1163.0,3106.0,14.0
11/12/2021,SD,1437445,78000,589060,770385,473861,34176,183556,256106,80781.0,30622.0,49465.0,693.0
11/12/2021,VA,14958015,676600,5524760,8756655,5454745,410753,1883947,3157325,877598.0,339574.0,526473.0,11388.0
11/12/2021,AR,4703280,218800,2036060,2448420,1467516,102227,618894,745619,226934.0,91602.0,133146.0,1810.0
11/12/2021,IA,5072535,250800,1987260,2834475,1767948,149708,680607,937386,354989.0,147211.0,205074.0,2702.0
11/12/2021,NE,3037080,132900,1127400,1776780,1097089,81577,393681,620474,191886.0,59263.0,131204.0,1321.0
11/12/2021,DC,1389205,62800,528180,798225,447178,36029,160435,250396,51523.0,18866.0,32385.0,265.0
11/12/2021,FL,37327855,2044100,14380880,20902875,12968507,1246798,4557772,7131972,1819474.0,766612.0,1031131.0,19248.0
11/12/2021,MI,15768010,795300,6426280,8546430,5386461,385479,2037276,2962754,996736.0,357574.0,629430.0,9708.0
11/12/2021,WV,3320755,144300,1314760,1861695,737324,44584,320403,372074,50263.0,13525.0,36507.0,220.0
11/12/2021,MH,65910,11700,47700,6510,20834,2250,18295,288,223.0,219.0,4.0,0.0
11/12/2021,AL,7664290,350200,3389340,3924750,2219557,147053,944429,1127591,291056.0,122851.0,164745.0,3451.0
11/12/2021,IN,9731780,514800,3616100,5600880,3376400,260914,1198816,1909088,504543.0,159229.0,340100.0,4922.0
11/12/2021,TN,9930850,445400,3900500,5584950,3332189,212606,1222901,1887581,574194.0,214387.0,352845.0,5610.0
11/12/2021,RP,33990,3800,22900,7290,15727,2338,11633,1756,1705.0,1699.0,6.0,0.0
11/12/2021,PR,5762390,206000,2211240,3345150,2366179,135327,904581,1326187,269828.0,76188.0,191942.0,1693.0
11/12/2021,CO,9567245,431000,3715480,5420765,3586205,282508,1345282,1956715,663000.0,260312.0,395320.0,7302.0
11/12/2021,VA2,7060960,575700,3387880,3097380,2875660,222154,1412313,1241183,442905.0,170519.0,269055.0,3331.0
11/12/2021,ME,2529830,138100,1030780,1360950,958533,122024,361067,475049,172469.0,66037.0,104283.0,1998.0
11/12/2021,MD,11612240,530800,4250120,6831320,4025083,303109,1423322,2295177,672605.0,268438.0,393441.0,10590.0
11/11/2021,AK,1231935,77500,480800,673635,389235,34859,146491,207805,78209.0,30476.0,47097.0,625.0
11/11/2021,MS,4293955,196900,1793160,2303895,1376494,76267,545293,754371,174582.0,74464.0,98725.0,1185.0
11/11/2021,PA,22574585,1302300,9108560,12163725,7864190,694329,2943595,4225691,754329.0,289147.0,458423.0,6737.0
11/11/2021,VA,14849135,673900,5510620,8664615,5448611,410077,1882356,3153466,847100.0,322008.0,514372.0,10558.0
11/11/2021,RP,33990,3800,22900,7290,15726,2338,11632,1756,1604.0,1598.0,6.0,0.0
11/11/2021,VA2,7059790,575700,3387880,3096210,2874089,221877,1411544,1240658,424147.0,157134.0,264090.0,2923.0
11/11/2021,MT,1574645,92900,662520,819225,545790,49053,222401,273993,113680.0,44158.0,68022.0,1335.0
11/11/2021,TN,9840280,444900,3889720,5505660,3328865,212254,1221610,1885948,559321.0,205607.0,347204.0,5187.0
11/11/2021,AS,75120,600,20700,53820,31182,555,8406,22221,621.0,196.0,425.0,0.0
11/11/2021,DC,1379915,62800,527620,789495,446544,36002,160259,249965,49350.0,17755.0,31335.0,254.0
11/11/2021,FM,102480,12200,80440,9840,41495,11665,29132,697,574.0,554.0,6.0,14.0
11/11/2021,WA,13292665,663100,5093260,7536305,4884699,415056,1775587,2691479,781118.0,280735.0,492243.0,7969.0
11/11/2021,IH2,2359515,94100,1101100,1164315,777585,34297,371772,371510,85320.0,30569.0,54382.0,257.0
11/11/2021,MN,9114860,427900,3428500,5258460,3479780,307885,1237699,1933469,693252.0,215019.0,471261.0,6863.0
11/11/2021,FL,36829085,2033800,14325160,20470125,12955558,1244837,4554326,7124538,1765624.0,735720.0,1009537.0,17934.0
11/11/2021,GA,16595545,726500,6817340,9051705,5180014,286257,2009105,2880926,616219.0,255578.0,356084.0,4345.0
11/11/2021,ME,2509570,137600,1026860,1345110,958389,121929,361040,475027,172301.0,65935.0,104235.0,1980.0
11/11/2021,CA,67047845,3163600,25392200,38492045,24498908,1943768,8836164,13714756,3158797.0,1158062.0,1962701.0,37796.0
11/11/2021,VI,122360,1800,32540,88020,49789,1523,13199,35063,4244.0,1126.0,3104.0,14.0
11/11/2021,NH,2483130,144900,953640,1384590,862394,73093,328131,461102,25541.0,6983.0,18350.0,203.0
11/11/2021,PR,5710630,205500,2209840,3295290,2364113,135269,903745,1325015,258644.0,71643.0,185432.0,1564.0
11/11/2021,DD2,5741210,204400,1953940,3582870,2714743,251586,869125,1593913,709.0,173.0,526.0,10.0
11/11/2021,OR,7674865,413300,3014720,4246845,2671231,229769,953440,1486722,438909.0,148233.0,285264.0,5251.0
11/11/2021,CT,6498415,302300,2584280,3611835,2540074,213172,899722,1426765,388197.0,140292.0,244666.0,3226.0
11/11/2021,NV,4563590,226100,1648380,2689110,1651319,158243,567422,925610,202670.0,70274.0,130311.0,2085.0
11/11/2021,CO,9489135,427200,3702460,5359475,3583434,282103,1344440,1955195,644230.0,248758.0,388612.0,6795.0
11/11/2021,NE,3015360,132900,1123620,1758840,1097036,81571,393665,620443,191722.0,59210.0,131094.0,1320.0
11/11/2021,AR,4672550,218100,2026820,2427630,1465088,102052,618327,743934,219925.0,87410.0,130521.0,1618.0
11/11/2021,MI,15667640,794500,6414940,8458200,5386238,385456,2037154,2962676,995654.0,356752.0,629186.0,9692.0
11/11/2021,OH,17422785,825300,6929940,9667545,6115880,505103,2254229,3351867,1040232.0,377347.0,649293.0,13389.0
11/11/2021,NC,16981440,812300,6613720,9555420,5594919,429042,2015258,3150507,531320.0,184903.0,340475.0,5935.0
11/11/2021,MD,11536130,527700,4243680,6764750,4021848,302777,1422377,2293228,651797.0,256856.0,384849.0,9960.0
11/11/2021,BP2,280050,15600,120540,143910,123523,12456,47582,63485,7113.0,3230.0,3774.0,89.0
11/11/2021,IA,5044615,250200,1979140,2815275,1767867,149694,680570,937356,354571.0,146861.0,205025.0,2683.0
11/11/2021,RI,1951605,84700,755840,1111065,757937,55413,272131,430139,120056.0,44209.0,74816.0,1027.0
11/11/2021,NM,3450005,166300,1388080,1895625,1314507,99350,518142,695288,238735.0,70356.0,166953.0,1394.0
11/11/2021,MP,91800,3000,21180,67620,35111,901,4682,29528,4690.0,363.0,4319.0,8.0
11/11/2021,ND,1098230,47500,435940,614790,366205,32922,137432,195848,67884.0,24757.0,42492.0,635.0
11/11/2021,WV,3295765,138100,1311540,1846125,737168,44557,320326,372022,49621.0,13003.0,36402.0,205.0
11/11/2021,WI,8858425,394300,3421200,5042925,3423825,278692,1268342,1876316,658479.0,206051.0,447210.0,5197.0
11/11/2021,MO,8905895,369400,3521020,5015475,3085743,217613,1085081,1782543,484235.0,153064.0,327350.0,3794.0
11/11/2021,IL,20324385,1018700,7575220,11730465,7755904,573152,2698550,4477605,1210795.0,433508.0,767606.0,9263.0
11/11/2021,SD,1431885,78000,588780,765105,473768,34163,183531,256051,80364.0,30284.0,49388.0,691.0
11/11/2021,NY,33982045,1587900,12770740,19623405,13115096,1137396,4640237,7334589,1112036.0,376014.0,723928.0,12071.0
11/11/2021,TX,47151155,2300400,17900960,26949795,15608461,1208851,5682086,8717223,1979651.0,808855.0,1152027.0,18709.0
11/11/2021,OK,5768790,284100,2467080,3017610,2006541,127251,790848,1088313,288861.0,112997.0,173463.0,2389.0
11/11/2021,VT,1233600,66200,516880,650520,448360,43994,167131,236977,104259.0,37080.0,65721.0,1448.0
11/11/2021,KS,4569475,227800,1848600,2493075,1566749,111565,590638,864023,230487.0,84677.0,143787.0,1953.0
11/11/2021,AL,7572650,348100,3372820,3851730,2219423,147045,944376,1127519,290592.0,122528.0,164612.0,3443.0
11/11/2021,IN,9661230,514000,3604760,5542470,3376239,260876,1198752,1909029,504008.0,158805.0,340002.0,4909.0
11/11/2021,MA,12717030,542300,4973080,7201650,4840701,352543,1780394,2707617,695975.0,257584.0,433597.0,4791.0
11/11/2021,UT,4725180,211500,1744680,2769000,1747244,152206,608275,986754,212608.0,58001.0,152616.0,1990.0
11/11/2021,MH,65910,11700,47700,6510,20765,2250,18295,219,223.0,219.0,4.0,0.0
11/11/2021,WY,790695,42200,354100,394395,258554,23634,108697,126128,49918.0,18824.0,30566.0,503.0
11/11/2021,NJ,15990435,785900,6174700,9029835,5946177,467551,2161648,3316761,804740.0,312956.0,479656.0,12122.0
11/11/2021,KY,6711345,329700,2870940,3510705,2290286,193939,909263,1185654,385524.0,146920.0,233334.0,5225.0
11/11/2021,DE,1795325,80300,713280,1001745,589133,51964,214284,322360,88017.0,31353.0,56031.0,629.0
11/11/2021,US,546708885,26456800,213159900,307092185,194575146,15557610,71132536,107763190,26908973.0,9841882.0,16786474.0,272712.0
11/11/2021,ID,2633950,135700,1048620,1449630,795014,70402,305704,418290,153755.0,55204.0,97069.0,1445.0
11/11/2021,HI,2701860,109700,1015300,1576860,853449,53910,273858,507541,95164.0,19925.0,74731.0,507.0
11/11/2021,LA,6539030,280100,2728440,3530490,2238237,160396,900028,1176842,313418.0,100617.0,210327.0,2460.0
11/11/2021,SC,8069585,391800,3376880,4300905,2603614,187075,963815,1452414,395379.0,122687.0,267390.0,5059.0
11/11/2021,GU,260410,21500,76580,162330,122123,9923,37252,74948,13592.0,3324.0,10215.0,53.0
11/11/2021,AZ,11323430,532900,4560880,6229650,3910633,296845,1505774,2103023,513092.0,167994.0,341046.0,3828.0
11/10/2021,IL,20181425,1014900,7494620,11671905,7742736,572020,2694031,4470122,1160631.0,405087.0,746507.0,8631.0
11/10/2021,MO,8836355,368700,3481160,4986495,3080128,217175,1083046,1779403,454887.0,136208.0,315370.0,3282.0
11/10/2021,RI,1942655,83900,749460,1109295,757117,55351,271873,429641,114273.0,40656.0,72648.0,965.0
11/10/2021,CA,66034425,3154800,24755860,38123765,24475803,1941814,8828256,13701518,3110515.0,1129126.0,1944389.0,36763.0
11/10/2021,OR,7611605,410400,2968100,4233105,2669300,229517,952898,1485605,425134.0,140649.0,279400.0,4930.0
11/10/2021,LA,6496870,279600,2695600,3521670,2235266,160037,899166,1175093,302700.0,94302.0,206162.0,2222.0
11/10/2021,KY,6650315,328800,2834420,3487095,2287634,193681,908284,1184244,371200.0,138165.0,228134.0,4858.0
11/10/2021,WY,784905,42000,349980,392925,258081,23579,108533,125874,48169.0,17835.0,29866.0,443.0
11/10/2021,DE,1771105,79700,702860,988545,589049,51951,214249,322325,87845.0,31260.0,55954.0,627.0
11/10/2021,WI,8783485,392800,3361800,5028885,3420975,278332,1267490,1874685,633907.0,191264.0,437931.0,4691.0
11/10/2021,BP2,279490,15600,119980,143910,123439,12444,47540,63455,6966.0,3149.0,3709.0,88.0
11/10/2021,VI,122360,1800,32540,88020,49688,1508,13173,35003,4052.0,1040.0,2998.0,14.0
11/10/2021,NV,4523710,225800,1616540,2681370,1648755,157941,566904,923867,194387.0,65918.0,126562.0,1907.0
11/10/2021,MT,1565445,92500,656840,816105,545112,48966,222165,273639,109865.0,41588.0,66885.0,1227.0
11/10/2021,PA,22186985,1282900,8887840,12016245,7852488,692978,2939602,4219339,718556.0,269411.0,442621.0,6503.0
11/10/2021,UT,4646560,211300,1675500,2759760,1744954,151950,607531,985464,204534.0,53361.0,149385.0,1787.0
11/10/2021,TN,9675300,443900,3776260,5455140,3324908,211939,1220173,1883794,542733.0,195927.0,340718.0,4797.0
11/10/2021,VT,1228810,66000,513460,649350,448060,43957,167016,236830,101485.0,35540.0,64532.0,1404.0
11/10/2021,AS,75120,600,20700,53820,31162,555,8401,22206,503.0,126.0,377.0,0.0
11/10/2021,CT,6453635,301800,2560340,3591495,2537914,212948,898975,1425580,370757.0,129122.0,238593.0,3030.0
11/10/2021,HI,2689050,109600,1005860,1573590,852101,53738,273573,506650,91026.0,17873.0,72704.0,449.0
11/10/2021,GU,260410,21500,76580,162330,121996,9895,37231,74870,12974.0,3026.0,9901.0,47.0
11/10/2021,VA,14765625,669300,5443260,8653065,5440897,409404,1880084,3148707,814988.0,302399.0,502402.0,10029.0
11/10/2021,OH,17275115,817400,6827520,9630195,6109783,504437,2252430,3348239,999401.0,353665.0,632982.0,12555.0
11/10/2021,MD,11466540,521500,4201740,6743300,4018160,302392,1421267,2291041,628557.0,243555.0,375584.0,9295.0
11/10/2021,NH,2457020,143900,941940,1371180,862125,73056,328084,460919,25051.0,6721.0,18127.0,198.0
11/10/2021,RP,33990,3800,22900,7290,15726,2338,11632,1756,1509.0,1503.0,6.0,0.0
11/10/2021,SD,1423135,77600,581900,763635,473252,34067,183350,255812,77958.0,28634.0,48664.0,659.0
11/10/2021,AR,4632070,216400,1988040,2427630,1463416,101953,617657,743032,212045.0,82458.0,127717.0,1494.0
11/10/2021,MI,15558970,791000,6320600,8447370,5381337,384928,2035312,2960146,959263.0,333955.0,616343.0,8943.0
11/10/2021,TX,46851965,2293300,17666140,26892525,15607087,1208667,5681596,8716524,1978094.0,807928.0,1151435.0,18671.0
11/10/2021,WA,13141925,660400,4966580,7514945,4879793,414420,1774315,2688492,753756.0,264859.0,481344.0,7388.0
11/10/2021,US,541361525,26348100,209425680,305587745,194382921,15535986,71071639,107653875,26087147.0,9360281.0,16461979.0,257167.0
11/10/2021,ME,2495050,137200,1015080,1342770,957287,121727,360650,474521,164445.0,61085.0,101406.0,1807.0
11/10/2021,ID,2595870,135600,1012740,1447530,793956,70275,305361,417705,148313.0,51860.0,95076.0,1342.0
11/10/2021,IA,4978825,249400,1916940,2812485,1766405,149498,680096,936564,341354.0,138534.0,200320.0,2498.0
11/10/2021,GA,16464675,725900,6734620,9004155,5179488,286219,2008927,2880621,615616.0,255232.0,355845.0,4329.0
11/10/2021,CO,9358475,426400,3617540,5314535,3580787,281788,1343526,1953779,629882.0,239217.0,384015.0,6587.0
11/10/2021,AZ,11197660,531400,4440300,6225960,3904725,296337,1503555,2099868,493565.0,156651.0,333153.0,3544.0
11/10/2021,OK,5632820,282500,2418720,2931600,2003393,126902,789932,1086432,280695.0,108208.0,170249.0,2226.0
11/10/2021,DD2,5704880,204300,1951280,3549300,2705701,249297,867559,1588727,695.0,165.0,520.0,10.0
11/10/2021,NM,3422955,166100,1369300,1887555,1313122,99189,517539,694673,230281.0,65778.0,163208.0,1264.0
11/10/2021,NY,33472255,1581700,12435780,19454775,13101512,1135713,4636379,7326554,1072835.0,353320.0,708236.0,11258.0
11/10/2021,NC,16875440,809800,6518560,9547080,5590172,428457,2013655,3147948,514440.0,173628.0,335208.0,5597.0
11/10/2021,SC,8029425,391200,3340320,4297905,2600153,186801,962398,1450645,383598.0,115840.0,262820.0,4704.0
11/10/2021,WV,3277485,137500,1294160,1845825,737000,44518,320256,371963,48941.0,12462.0,36326.0,142.0
11/10/2021,AL,7504060,347000,3332780,3824280,2218371,146922,944024,1126943,287703.0,120788.0,163551.0,3355.0
11/10/2021,IN,9578780,511200,3546740,5520840,3375048,260659,1198463,1908354,495196.0,153751.0,336406.0,4755.0
11/10/2021,MA,12604760,540000,4875800,7188960,4835489,352124,1778333,2704885,659265.0,234280.0,420687.0,4295.0
11/10/2021,ND,1094830,47500,435240,612090,365703,32860,137226,195614,65055.0,22879.0,41608.0,568.0
11/10/2021,MN,9056350,427700,3391880,5236770,3476925,307518,1236868,1931815,664674.0,199158.0,459072.0,6337.0
11/10/2021,FM,102480,12200,80440,9840,41495,11665,29132,697,574.0,554.0,6.0,14.0
11/10/2021,MH,65910,11700,47700,6510,20765,2250,18295,219,223.0,219.0,4.0,0.0
11/10/2021,DC,1373225,62700,522200,788325,446165,35964,160134,249749,48106.0,16997.0,30868.0,236.0
11/10/2021,MS,4261035,196500,1765080,2299455,1376305,76235,545232,754279,174296.0,74245.0,98668.0,1177.0
11/10/2021,MP,91800,3000,21180,67620,35091,900,4682,29509,4493.0,347.0,4138.0,8.0
11/10/2021,VA2,7058620,575700,3387880,3095040,2872593,221619,1410833,1240131,405910.0,144990.0,258418.0,2502.0
11/10/2021,NJ,15821565,781600,6017420,9022545,5941273,466934,2160085,3314038,776969.0,296772.0,468960.0,11231.0
11/10/2021,AK,1226085,77000,476620,672465,388583,34704,146347,207453,74808.0,28538.0,45720.0,539.0
11/10/2021,NE,2983620,132700,1105400,1745520,1095447,81429,393159,619511,180080.0,52703.0,126088.0,1196.0
11/10/2021,PR,5693090,205400,2194740,3292950,2362363,135179,903022,1324079,246222.0,66021.0,178767.0,1429.0
11/10/2021,FL,36637745,2030900,14183700,20423145,12939646,1243001,4550320,7114588,1705266.0,702376.0,983817.0,16693.0
11/10/2021,IH2,2346885,93300,1095120,1158465,776642,34217,371416,371003,81780.0,28161.0,53276.0,231.0
11/10/2021,KS,4528865,227800,1821760,2479305,1564830,111376,590126,862809,221021.0,79615.0,139559.0,1780.0
11/09/2021,OK,5577170,282200,2404860,2890110,2001258,126585,789285,1085261,274450.0,104410.0,167971.0,2057.0
11/09/2021,WA,13056655,657700,4939420,7459535,4876003,413753,1773296,2686398,733754.0,252503.0,474169.0,6923.0
11/09/2021,NH,2438530,143300,937040,1358190,861698,72933,328017,460682,24698.0,6577.0,17928.0,188.0
11/09/2021,MT,1553115,91800,652500,808815,544622,48877,221997,273408,107267.0,39737.0,66226.0,1140.0
11/09/2021,AL,7456320,344700,3316260,3795360,2214496,146595,942562,1124857,276212.0,114099.0,159080.0,3024.0
11/09/2021,NV,4501510,225600,1613740,2662170,1647401,157686,566575,923097,190086.0,63208.0,125089.0,1789.0
11/09/2021,NJ,15716475,779600,5994880,8941995,5932492,465903,2157337,3309038,731212.0,269922.0,451649.0,9636.0
11/09/2021,MP,90180,3000,21180,66000,35059,889,4681,29489,4249.0,339.0,3903.0,7.0
11/09/2021,HI,2676660,109400,999280,1567980,851360,53624,273443,506153,89414.0,17037.0,71974.0,403.0
11/09/2021,FM,102480,12200,80440,9840,41241,11621,28925,694,308.0,289.0,6.0,13.0
11/09/2021,PR,5265440,204100,2187040,2874300,2360647,135094,902330,1323142,233609.0,60076.0,172312.0,1216.0
11/09/2021,OR,7547345,408700,2965720,4172925,2667455,229248,952290,1484655,409881.0,131271.0,273913.0,4545.0
11/09/2021,WY,779965,41600,348860,389505,257742,23525,108409,125716,46851.0,17000.0,29420.0,406.0
11/09/2021,NE,2947380,131900,1092940,1722540,1095373,81422,393139,619464,179878.0,52648.0,125942.0,1195.0
11/09/2021,TN,9606290,442800,3758900,5404590,3286161,210589,1211588,1855112,528641.0,187756.0,335153.0,4478.0
11/09/2021,ID,2576300,135600,1007840,1432860,792860,70130,305009,417108,143902.0,49356.0,93262.0,1249.0
11/09/2021,NC,16716820,808900,6497700,9410220,5585280,428046,2012089,3145034,500788.0,164279.0,331202.0,5300.0
11/09/2021,PA,22011795,1275300,8860320,11876175,7847245,692119,2937665,4216893,701188.0,257855.0,436899.0,6413.0
11/09/2021,DE,1768425,79500,702720,986205,588971,51935,214226,322286,87696.0,31188.0,55879.0,625.0
11/09/2021,MD,11320030,520900,4191520,6607610,4013299,302116,1419979,2287762,601690.0,229045.0,363763.0,8775.0
11/09/2021,MA,12455120,539400,4840100,7075620,4832962,351776,1777795,2703246,649431.0,228902.0,416489.0,4037.0
11/09/2021,DD2,5668520,204300,1950440,3513780,2700444,249284,866856,1584193,688.0,162.0,516.0,10.0
11/09/2021,RP,33990,3800,22900,7290,15726,2338,11632,1756,1419.0,1413.0,6.0,0.0
11/09/2021,MH,65910,11700,47700,6510,20765,2250,18295,219,223.0,219.0,4.0,0.0
11/09/2021,OH,17106875,811800,6789440,9505635,6102837,503724,2250801,3343641,957851.0,331114.0,614897.0,11648.0
11/09/2021,IA,4920995,247900,1908400,2764695,1765362,149339,679704,936073,333185.0,133348.0,197450.0,2385.0
11/09/2021,SD,1409635,76800,579520,753315,472663,33960,183177,255503,75740.0,27336.0,47790.0,613.0
11/09/2021,GA,16396995,725300,6711100,8960595,5178787,286168,2008752,2880149,615130.0,254933.0,355675.0,4314.0
11/09/2021,LA,6480740,278200,2693920,3508620,2233184,159745,898474,1174000,295284.0,89732.0,203579.0,1959.0
11/09/2021,AR,4605820,215600,1984820,2405400,1461655,101822,616965,742098,203952.0,77197.0,125016.0,1367.0
11/09/2021,AK,1219685,76300,473260,670125,388302,34636,146257,207331,73330.0,27544.0,45253.0,522.0
11/09/2021,DC,1354955,62600,519120,773235,445765,35937,160007,249505,47293.0,16627.0,30436.0,225.0
11/09/2021,CT,6405345,301800,2546340,3557205,2536633,212693,898692,1424840,365561.0,126600.0,236107.0,2842.0
11/09/2021,FL,36303255,2011300,14089760,20202195,12929870,1240809,4547827,7109629,1674675.0,683424.0,973291.0,15637.0
11/09/2021,UT,4619740,209500,1667940,2742300,1742513,151593,606848,984063,196581.0,48971.0,146118.0,1491.0
11/09/2021,VI,118220,1800,32540,83880,49622,1501,13149,34968,3916.0,999.0,2903.0,14.0
11/09/2021,RI,1905745,83900,745400,1076445,756788,55291,271791,429457,112615.0,39903.0,71800.0,909.0
11/09/2021,MI,15428290,786000,6296380,8345910,5377840,384385,2034217,2958293,934601.0,319562.0,606706.0,8312.0
11/09/2021,VT,1216340,66000,513320,637020,447859,43916,166944,236742,99186.0,34203.0,63645.0,1329.0
11/09/2021,WV,3245205,137400,1293180,1814625,736848,44499,320180,371907,48551.0,12130.0,36271.0,139.0
11/09/2021,MS,4234505,194900,1759620,2279985,1374832,76128,544800,753358,169782.0,71369.0,97143.0,1069.0
11/09/2021,MN,8961860,425800,3365980,5170080,3474820,307199,1236249,1930661,647448.0,189324.0,452097.0,5925.0
11/09/2021,CA,65558965,3135600,24589220,37834145,24447383,1938696,8818297,13686177,3009275.0,1067763.0,1907014.0,34263.0
11/09/2021,US,536665505,26222400,208413360,302029745,194168611,15512540,71009312,107525900,25368545.0,8938025.0,16183486.0,239552.0
11/09/2021,CO,9299635,422700,3598640,5278295,3576239,281106,1342050,1951399,604979.0,223822.0,375049.0,6051.0
11/09/2021,KY,6626815,327800,2826860,3472155,2285766,193418,907574,1183359,362361.0,132702.0,225266.0,4351.0
11/09/2021,IN,9478320,509100,3521820,5447400,3374129,260500,1198271,1907796,488519.0,150357.0,333264.0,4620.0
11/09/2021,NM,3391665,165900,1366500,1859265,1311937,99029,517093,694117,224883.0,62813.0,160854.0,1185.0
11/09/2021,TX,46500495,2282300,17580460,26637735,15588676,1206591,5675883,8705908,1915128.0,771755.0,1125982.0,17331.0
11/09/2021,NY,33186845,1579800,12405680,19201365,13087967,1134107,4632654,7318355,1034671.0,330949.0,693364.0,10337.0
11/09/2021,ND,1091870,47500,432580,611790,365337,32827,137119,195388,63290.0,21796.0,40956.0,538.0
11/09/2021,WI,8745225,390500,3348220,5006505,3418923,277951,1267008,1873499,618022.0,182660.0,430955.0,4387.0
11/09/2021,KS,4480155,226800,1802580,2450775,1563560,111191,589716,862135,214506.0,75693.0,137080.0,1669.0
11/09/2021,AZ,11145560,529500,4421960,6194100,3901482,295836,1502366,2098354,483334.0,150080.0,329725.0,3322.0
11/09/2021,IL,20058495,1006100,7460740,11591655,7734722,571285,2691610,4465308,1133315.0,389286.0,735521.0,8116.0
11/09/2021,SC,7967785,391000,3322680,4254105,2598471,186604,961968,1449591,378143.0,112883.0,260597.0,4469.0
11/09/2021,GU,259410,20500,76580,162330,121870,9884,37188,74798,12094.0,2525.0,9532.0,37.0
11/09/2021,IH2,2334065,93200,1090080,1150785,775917,34160,371161,370590,78478.0,25990.0,52166.0,210.0
11/09/2021,BP2,275450,14600,119280,141570,123298,12432,47453,63413,6868.0,3108.0,3652.0,88.0
11/09/2021,MO,8731335,365100,3432300,4933935,3077747,216902,1082272,1778072,445367.0,130706.0,311566.0,3068.0
11/09/2021,VA,14592035,668200,5421280,8502555,5436764,408872,1879238,3145958,800930.0,294758.0,496466.0,9549.0
11/09/2021,VA2,7043290,569400,3387040,3086850,2871194,221330,1410332,1239522,390874.0,135320.0,253361.0,2193.0
11/09/2021,AS,75120,600,20700,53820,31162,555,8401,22206,503.0,126.0,377.0,0.0
11/09/2021,ME,2468160,136200,1014660,1317300,956661,121638,360364,474275,160285.0,58461.0,99967.0,1718.0
11/08/2021,OH,17075575,808100,6770540,9250035,6103017,503714,2250763,3343867,957706.0,331027.0,614832.0,11646.0
11/08/2021,VA2,6938390,568100,3283440,3086850,2871175,221320,1410324,1239516,390496.0,134957.0,253323.0,2190.0
11/08/2021,NM,3361245,164800,1356980,1774065,1311518,98995,516950,693873,222004.0,61375.0,159437.0,1160.0
11/08/2021,ID,2561740,134100,997480,1381860,792456,70083,304907,416851,142420.0,48540.0,92614.0,1230.0
11/08/2021,CO,9272295,420700,3588000,5119995,3576147,281091,1342029,1951307,604857.0,223749.0,374929.0,6049.0
11/08/2021,RP,33990,3800,22900,6390,15726,2338,11632,1756,1419.0,1413.0,6.0,0.0
11/08/2021,SC,7910725,388400,3314420,4060605,2597472,186526,961606,1449032,375437.0,111239.0,259614.0,4381.0
11/08/2021,US,534086695,26082400,207522820,292199325,194001108,15495981,70960715,107422789,24795097.0,8614585.0,15943071.0,227534.0
11/08/2021,MT,1546615,91700,649700,777915,543519,48727,221605,272850,99159.0,34768.0,63268.0,959.0
11/08/2021,GU,259410,20500,76580,154830,121848,9883,37173,74792,11860.0,2384.0,9441.0,35.0
11/08/2021,MI,15274970,784500,6265160,7985010,5376121,384151,2033848,2957172,923984.0,313687.0,602219.0,8051.0
11/08/2021,NH,2435370,142900,935780,1331190,861379,72836,327977,460500,24543.0,6508.0,17844.0,184.0
11/08/2021,NC,16624290,800900,6440440,9064950,5582677,427877,2011295,3143387,496451.0,162026.0,329370.0,5036.0
11/08/2021,IN,9418820,508200,3510620,5226000,3373285,260420,1198103,1907201,485073.0,148436.0,331824.0,4538.0
