Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Series_Complete_Yes,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Additional_Doses,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen
01/06/2022,CA,77883495,3540900,28098320,46244275,26324995,2051824,9233611,15034889,9256911.0,4185837.0,4916823.0,153828.0
01/06/2022,VI,135860,2400,35540,97920,54017,1933,15124,36955,12822.0,4435.0,8270.0,115.0
01/06/2022,ME,2966480,150700,1166040,1649740,1024121,128927,372472,522124,471758.0,224147.0,237769.0,9285.0
01/06/2022,MN,11096570,492000,3885500,6719070,3709567,320036,1266792,2121700,1778616.0,735383.0,1017547.0,25436.0
01/06/2022,AL,8391130,383600,3559360,4448170,2349085,155458,986617,1206422,668394.0,324672.0,331903.0,11769.0
01/06/2022,MI,18418430,908200,7197580,10312650,5702584,407979,2096283,3197303,2463729.0,1098492.0,1325520.0,39647.0
01/06/2022,KY,7673385,370200,3143100,4160085,2434650,203315,944824,1284922,898247.0,412591.0,466346.0,19199.0
01/06/2022,NM,3906275,183300,1542120,2180855,1395271,104318,537137,751822,556854.0,238379.0,310412.0,7980.0
01/06/2022,AK,1343785,83100,520240,740445,413827,37098,150986,225638,147814.0,68061.0,77822.0,1911.0
01/06/2022,LA,7198860,314900,2872280,4011680,2349285,170125,928990,1249144,758894.0,333869.0,414715.0,10281.0
01/06/2022,SC,9122215,436800,3729920,4955495,2749856,197410,1003680,1548415,899480.0,388698.0,492339.0,17986.0
01/06/2022,KS,5287535,249300,2023500,3014735,1670135,118279,608090,943147,584493.0,260604.0,315301.0,8454.0
01/06/2022,RI,2343425,87000,884140,1372285,815706,57788,281527,476052,361735.0,160141.0,197484.0,4088.0
01/06/2022,DC,1633325,68300,585620,979405,479314,37635,167603,273728,136662.0,58690.0,76901.0,1054.0
01/06/2022,FL,42126435,2279600,15443700,24403135,13659557,1304155,4714789,7605547,4465318.0,1979739.0,2400506.0,81016.0
01/06/2022,TX,53738365,2538400,19362560,31837405,16610658,1276128,5887030,9446867,4934151.0,2238648.0,2617334.0,78021.0
01/06/2022,IA,5805975,280200,2204500,3321275,1869493,157299,696644,1015264,858228.0,402701.0,444016.0,11496.0
01/06/2022,OR,8683555,452400,3281620,4949535,2810968,239489,976423,1591226,1132348.0,498547.0,615794.0,17667.0
01/06/2022,WV,3589025,156800,1401700,2030525,991161,58745,410966,521005,385349.0,184262.0,197024.0,4007.0
01/06/2022,CO,11089475,477900,4120680,6490895,3830901,299638,1387516,2141557,1613351.0,748187.0,843798.0,21144.0
01/06/2022,AZ,12933400,588300,4941220,7403880,4176104,317008,1571624,2281583,1321221.0,586385.0,716894.0,17375.0
01/06/2022,VA,17266955,749900,6043580,10473475,5831063,429792,1940652,3457581,2234862.0,978580.0,1220014.0,35939.0
01/06/2022,US,632575655,29522600,234099340,368953715,207016514,16395968,73598880,116875570,72991028.0,32519443.0,39359249.0,1096318.0
01/06/2022,DD2,6285570,210000,2049500,4026070,2882288,274926,900782,1706349,1190.0,390.0,790.0,10.0
01/06/2022,BP2,305110,16100,133400,155610,128622,13420,49997,65205,28542.0,16467.0,11415.0,638.0
01/06/2022,NE,3492130,147500,1233440,2111190,1164409,84923,403544,674480,486094.0,194516.0,286431.0,4868.0
01/06/2022,MT,1771895,103600,722040,946255,579273,52593,230028,296227,236069.0,112552.0,119096.0,4151.0
01/06/2022,OK,6449300,317400,2657220,3474680,2128398,135016,818411,1174774,661725.0,307032.0,345704.0,8965.0
01/06/2022,TN,11237360,491900,4236820,6508640,3525049,223505,1271839,2019233,1294313.0,554532.0,719879.0,17632.0
01/06/2022,FM,109760,12200,81440,16120,43223,11939,30029,1250,3844.0,3501.0,15.0,328.0
01/06/2022,AR,5216470,247700,2140600,2828170,1554295,108781,640640,803795,492691.0,242973.0,241410.0,7905.0
01/06/2022,PR,6698330,211200,2384840,4102290,2470666,137307,923917,1409333,754932.0,317693.0,430136.0,7095.0
01/06/2022,IL,23954195,1140100,8346360,14467735,8193461,608759,2736195,4840057,3311210.0,1412833.0,1855553.0,41832.0
01/06/2022,OH,20333655,945300,7662720,11725635,6494339,533189,2320435,3635716,2815893.0,1228030.0,1538428.0,48978.0
01/06/2022,MO,10181565,410600,3790300,5980665,3264934,228498,1126195,1909638,1121026.0,467945.0,639065.0,13970.0
01/06/2022,GU,281460,22500,78580,180380,127519,10542,38308,78665,33677.0,12915.0,20110.0,652.0
01/06/2022,NC,19284400,897100,7216260,11171040,5981568,461576,2102844,3417012,1260220.0,558550.0,679142.0,22516.0
01/05/2022,PA,25730845,1462900,9451480,14816465,8212824,689790,3002503,4519922,2721942.0,1226478.0,1486490.0,8934.0
01/05/2022,HI,2975310,122900,1057320,1795090,905468,57872,286180,543269,166692.0,54056.0,110895.0,1716.0
01/05/2022,DD2,6254550,209500,2018980,4026070,2879514,274616,900257,1704420,1179.0,386.0,783.0,10.0
01/05/2022,VA2,7550480,619600,3683740,3247140,2912537,230628,1428408,1253490,946450.0,493571.0,436090.0,16789.0
01/05/2022,SC,8856415,436500,3467660,4952255,2747148,197276,1002902,1546620,890759.0,384826.0,487715.0,17761.0
01/05/2022,AS,83310,600,20700,62010,34756,559,8822,25374,3725.0,1185.0,2540.0,0.0
01/05/2022,ME,2924750,150600,1127780,1646370,1022974,128855,372235,521306,466954.0,221841.0,235505.0,9205.0
01/05/2022,KY,7466735,369200,2944020,4153515,2432111,203159,944155,1283211,889505.0,408334.0,462109.0,18954.0
01/05/2022,SD,1590195,86400,626040,877755,507949,37004,189817,281096,178411.0,82704.0,93574.0,2125.0
01/05/2022,OK,6277450,317400,2485600,3474450,2126244,134893,817887,1173270,655935.0,304095.0,342953.0,8864.0
01/05/2022,OR,8481665,452300,3117960,4911405,2808446,239304,975915,1589450,1119646.0,492538.0,609293.0,17482.0
01/05/2022,CT,7482495,331800,2780060,4370635,2672784,223803,918805,1529737,1070760.0,514513.0,543210.0,13020.0
01/05/2022,MN,10930110,491900,3726080,6712130,3706358,319903,1266264,2119163,1765898.0,730305.0,1010029.0,25318.0
01/05/2022,FM,109760,12200,81440,16120,43210,11933,30022,1250,3788.0,3451.0,15.0,322.0
01/05/2022,AR,5001010,247700,1926040,2827270,1552662,108680,640202,802701,487782.0,240404.0,239121.0,7854.0
01/05/2022,IN,11105880,572800,3803400,6729680,3508138,272052,1218466,2009729,1259835.0,505799.0,736305.0,17129.0
01/05/2022,NJ,18777785,900200,6580500,11297085,6289684,494551,2223979,3570697,2224070.0,999451.0,1177865.0,46732.0
01/05/2022,OH,19956485,943200,7311640,11701645,6486699,532734,2318898,3630074,2778992.0,1212137.0,1517932.0,48474.0
01/05/2022,RP,36490,3800,25200,7490,16556,2341,12007,2205,4674.0,4665.0,9.0,0.0
01/05/2022,AL,8071240,383400,3244780,4443060,2346404,155307,985830,1204680,661457.0,321331.0,328502.0,11574.0
01/05/2022,NV,5098450,251300,1698400,3148750,1747407,166176,582323,998851,530466.0,223015.0,298222.0,9229.0
01/05/2022,TN,10904610,490200,3927340,6487070,3521599,223378,1271024,2016752,1283604.0,550485.0,713381.0,17493.0
01/05/2022,KS,5209315,249000,1949720,3010595,1668327,118199,607761,941754,578949.0,258469.0,311973.0,8380.0
01/05/2022,MH,68980,12100,47700,9180,23060,2567,18987,1505,1609.0,1594.0,10.0,5.0
01/05/2022,MI,18107310,906800,6903240,10297270,5696274,407523,2094925,3192807,2441349.0,1089631.0,1312404.0,39245.0
01/05/2022,WA,15195645,724800,5331160,9139685,5189138,433308,1823686,2928988,2042097.0,921187.0,1092769.0,27608.0
01/05/2022,WY,847005,46800,359560,440645,276287,25241,113687,137244,101227.0,47592.0,52196.0,1401.0
01/05/2022,PR,6566000,211200,2276740,4078060,2468250,137266,923424,1407451,742967.0,311814.0,424145.0,7001.0
01/05/2022,BP2,300210,16100,128500,155610,128614,13420,49990,65204,28498.0,16446.0,11392.0,638.0
01/05/2022,AK,1318725,83100,496080,739545,413413,37060,150914,225335,146742.0,67629.0,77207.0,1886.0
01/05/2022,MS,4586295,216100,1721400,2648795,1450175,80915,564587,803912,430552.0,205588.0,218478.0,6161.0
01/05/2022,GA,18382505,794100,6855120,10733285,5451292,302100,2066698,3072251,1592147.0,732345.0,839711.0,19181.0
01/05/2022,RI,2306765,87000,856480,1363285,814515,57748,281287,475145,357043.0,158280.0,194682.0,4059.0
01/05/2022,FL,40827295,2277800,14201220,24348275,13659111,1304099,4714660,7605286,4464061.0,1979108.0,2399919.0,80978.0
01/05/2022,NH,2958020,168000,1034520,1755500,916429,81052,335061,500228,134140.0,63123.0,67910.0,3097.0
01/05/2022,CA,76439625,3540200,26847560,46051865,26287137,2050314,9224286,15007876,9130489.0,4129718.0,4848357.0,151991.0
01/05/2022,IL,23424565,1139300,7863080,14422185,8174855,607251,2731848,4827343,3272995.0,1397443.0,1833336.0,41236.0
01/05/2022,NM,3794455,183000,1438280,2173175,1393646,104233,536790,750637,551566.0,236031.0,307568.0,7885.0
01/05/2022,IA,5713515,280000,2133840,3299675,1867793,157190,696354,1013967,852496.0,400255.0,440803.0,11423.0
01/05/2022,CO,10884185,477900,3929780,6476505,3826926,299330,1386646,2138775,1597391.0,741003.0,835233.0,20938.0
01/05/2022,DC,1611055,68300,566020,976735,478939,37615,167525,273451,135687.0,58247.0,76380.0,1043.0
01/05/2022,VI,135860,2400,35540,97920,53966,1930,15123,36908,12647.0,4402.0,8129.0,114.0
01/05/2022,VA,16953825,749800,5747420,10456605,5827822,429636,1940072,3455078,2222682.0,973484.0,1213063.0,35814.0
01/05/2022,WV,3354195,156400,1170840,2026955,990374,58705,410782,520442,382401.0,182895.0,195472.0,3978.0
01/05/2022,LA,6892830,314700,2571160,4006970,2346777,169791,928363,1247598,750790.0,329981.0,410640.0,10140.0
01/05/2022,UT,5418250,232500,1832780,3352970,1891986,160360,633910,1097707,591029.0,236022.0,346799.0,8207.0
01/05/2022,NC,18923600,895700,6878880,11149020,5976587,461327,2101744,3413382,1248375.0,553163.0,672830.0,22371.0
01/05/2022,US,618076045,29496500,220814300,367765245,206797799,16383194,73551699,116717179,72262703.0,32197004.0,38963565.0,1086419.0
01/05/2022,MT,1733335,103600,686120,943615,578392,52508,229801,295661,233055.0,110948.0,117736.0,4105.0
01/05/2022,MA,14758730,600000,5453080,8705650,5160634,371021,1838933,2950505,2060618.0,1007689.0,1031748.0,21173.0
01/05/2022,MP,113330,3300,24720,85310,40614,1111,4952,34551,14339.0,3078.0,11121.0,140.0
01/05/2022,TX,52079695,2536500,17833700,31709495,16595147,1275407,5883477,9435647,4886892.0,2216774.0,2592514.0,77456.0
01/05/2022,DE,1985875,89800,752460,1143615,627765,54616,224200,348363,223601.0,98641.0,121201.0,3746.0
01/05/2022,GU,281460,22500,78580,180380,127315,10530,38272,78509,33213.0,12683.0,19886.0,644.0
01/05/2022,VT,1430990,69700,560020,801270,485232,46165,173136,265666,244792.0,108904.0,132019.0,3853.0
01/05/2022,NY,39444725,1790300,13542540,24111885,14031397,1208360,4812441,8006375,4801768.0,2135106.0,2584037.0,82371.0
01/05/2022,AZ,12623930,587500,4649680,7386750,4170464,316732,1570317,2277551,1305538.0,578863.0,708975.0,17152.0
01/05/2022,ID,2872610,150800,1045120,1676690,828305,75316,316221,436063,324255.0,142227.0,177297.0,4666.0
01/05/2022,NE,3429950,146800,1176700,2106450,1163125,84881,403322,673468,482817.0,193129.0,284562.0,4848.0
01/05/2022,WI,10132395,446300,3692080,5994015,3622142,292383,1297403,2031736,1666068.0,717310.0,925726.0,22976.0
01/05/2022,IH2,2550795,102000,1144880,1303915,821992,36726,381341,403919,196431.0,96766.0,98358.0,1189.0
01/05/2022,MO,9932915,410600,3549260,5973055,3261751,228357,1125522,1907282,1110698.0,463559.0,633243.0,13852.0
01/05/2022,MD,13416450,590900,4550520,8275030,4270570,314984,1458436,2493374,1664682.0,734853.0,900653.0,28876.0
01/05/2022,ND,1193740,51700,447760,694280,402460,35284,141600,225572,149643.0,66213.0,81180.0,2247.0
01/04/2022,AZ,12582250,587500,4634480,7360270,4166767,316537,1569429,2274958,1296141.0,574238.0,704382.0,16982.0
01/04/2022,MN,10830940,491800,3708080,6631060,3702329,319759,1265719,2115836,1754062.0,725837.0,1002762.0,25219.0
01/04/2022,OH,19786295,941700,7259340,11585255,6480319,532329,2317575,3625426,2754498.0,1201647.0,1504333.0,48074.0
01/04/2022,PA,25634675,1462600,9403120,14768955,8204805,689181,3000575,4514440,2702528.0,1217629.0,1475995.0,8865.0
01/04/2022,FL,40557635,2273800,14085120,24198715,13648680,1303571,4712849,7597270,4436417.0,1969461.0,2382588.0,80352.0
01/04/2022,NY,38995275,1789500,13350640,23855135,14014339,1207217,4809801,7993120,4749684.0,2111960.0,2555996.0,81478.0
01/04/2022,ME,2908270,150600,1119280,1638390,1022259,128804,372104,520785,464138.0,220589.0,234095.0,9155.0
01/04/2022,IA,5658495,279800,2121240,3257455,1866268,157098,696089,1012800,848304.0,398526.0,438406.0,11358.0
01/04/2022,SC,8807355,436400,3432160,4938795,2745083,197162,1002354,1545218,884755.0,381812.0,484842.0,17645.0
01/04/2022,AK,1314415,83100,495880,735435,413047,37026,150834,225083,145832.0,67250.0,76688.0,1874.0
01/04/2022,AR,4981960,247500,1915640,2818820,1551015,108563,639816,801557,483097.0,238243.0,236687.0,7764.0
01/04/2022,TN,10859550,489800,3901140,6468610,3519068,223274,1270485,2014891,1276638.0,547524.0,709477.0,17405.0
01/04/2022,CA,76094855,3536100,26615060,45943695,26246056,2048485,9211311,14981604,9025459.0,4080160.0,4794071.0,150809.0
01/04/2022,TX,51841585,2535800,17706000,31599785,16576843,1274228,5879638,9422371,4831425.0,2192361.0,2562210.0,76706.0
01/04/2022,AL,8027420,383300,3224880,4419240,2345599,155243,985561,1204214,659747.0,320313.0,327867.0,11520.0
01/04/2022,VA,16878615,749700,5713620,10415295,5824108,429457,1939339,3452279,2207564.0,966545.0,1205059.0,35639.0
01/04/2022,GA,18270005,792200,6802220,10675585,5439187,301754,2063858,3063357,1556737.0,717540.0,819514.0,18787.0
01/04/2022,MP,113330,3300,24720,85310,40387,1111,4889,34387,14192.0,3056.0,11000.0,136.0
01/04/2022,MH,68980,12100,47700,9180,23060,2567,18987,1505,1609.0,1594.0,10.0,5.0
01/04/2022,BP2,299110,16100,127400,155610,128610,13420,49988,65202,28471.0,16433.0,11378.0,638.0
01/04/2022,DD2,6254550,209500,2018980,4026070,2878110,274522,899939,1703435,1177.0,384.0,783.0,10.0
01/04/2022,NE,3411270,146200,1166500,2098570,1162039,84843,403163,672581,480353.0,192171.0,283273.0,4636.0
01/04/2022,GU,281460,22500,78580,180380,127146,10521,38264,78357,32972.0,12630.0,19702.0,640.0
01/04/2022,OK,6255070,317200,2470400,3467470,2124053,134757,817409,1171693,651260.0,301765.0,340690.0,8782.0
01/04/2022,MI,17993970,906600,6868040,10219330,5690977,407211,2093846,3188901,2425302.0,1083058.0,1303316.0,38860.0
01/04/2022,IN,11039970,571900,3770900,6697170,3505345,271913,1218003,2007548,1249701.0,501727.0,730380.0,17002.0
01/04/2022,RP,36490,3800,25200,7490,16532,2341,11988,2202,4314.0,4305.0,9.0,0.0
01/04/2022,MS,4559575,215900,1705000,2638675,1448979,80859,564251,803108,426774.0,203726.0,216608.0,6115.0
01/04/2022,VA2,7525480,617900,3660440,3247140,2911829,230531,1428063,1253224,940007.0,489829.0,433513.0,16665.0
01/04/2022,KY,7433545,369000,2924020,4140525,2430033,203015,943674,1281759,883365.0,405591.0,458820.0,18847.0
01/04/2022,NC,18826800,895200,6849680,11081920,5972395,461071,2100851,3410341,1239405.0,548973.0,668167.0,22254.0
01/04/2022,AS,83310,600,20700,62010,34503,559,8805,25138,3634.0,1149.0,2485.0,0.0
01/04/2022,DC,1602445,68200,561520,972725,478809,37604,167500,273357,135245.0,58034.0,76157.0,1037.0
01/04/2022,FM,108760,12200,80440,16120,43159,11901,30007,1246,3743.0,3408.0,13.0,322.0
01/04/2022,RI,2281885,87000,853680,1341205,813158,57720,281030,474077,353512.0,156849.0,192590.0,4051.0
01/04/2022,NJ,18663305,898800,6498300,11266205,6281498,494002,2222469,3564579,2196050.0,987623.0,1162178.0,46227.0
01/04/2022,WI,10094315,446100,3671680,5976535,3618725,292203,1296836,2029070,1653877.0,712365.0,918659.0,22797.0
01/04/2022,UT,5393420,232400,1821880,3339140,1890853,160306,633731,1096807,586645.0,234453.0,344020.0,8171.0
01/04/2022,MA,14667220,599300,5422480,8645440,5156701,370787,1838109,2947630,2042504.0,998329.0,1023134.0,21033.0
01/04/2022,PR,6434610,211200,2273040,3950370,2465539,137227,922954,1405249,731651.0,306261.0,418457.0,6926.0
01/04/2022,IL,23217835,1137900,7788580,14291355,8162058,606446,2729394,4817836,3243664.0,1385623.0,1816231.0,40843.0
01/04/2022,OR,8466825,452300,3113260,4901265,2806314,239181,975571,1587837,1110245.0,488098.0,604470.0,17345.0
01/04/2022,CO,10837215,477900,3913280,6446035,3826748,299280,1386595,2138698,1597152.0,740900.0,835098.0,20937.0
01/04/2022,KS,5188055,249000,1939620,2999435,1666787,118135,607490,940551,574939.0,256881.0,309604.0,8327.0
01/04/2022,DE,1975035,89500,750060,1135475,627242,54598,224097,347962,222425.0,98121.0,120574.0,3718.0
01/04/2022,NV,5089750,251200,1690400,3148150,1745262,166067,582027,997111,525948.0,221150.0,295674.0,9124.0
01/04/2022,ID,2857660,150800,1037920,1668940,827774,75232,316064,435775,322214.0,141265.0,176255.0,4632.0
01/04/2022,ND,1179940,51700,446560,681680,402053,35268,141550,225231,148910.0,65952.0,80717.0,2238.0
01/04/2022,US,614411815,29473900,219210740,365727175,206581659,16371318,73503899,116561094,71635989.0,31919537.0,38623440.0,1077545.0
01/04/2022,VT,1426190,69700,555320,801170,485140,46154,173124,265597,244412.0,108718.0,131833.0,3845.0
01/04/2022,LA,6871910,314500,2558060,3999350,2344694,169596,927773,1246300,744587.0,326796.0,407728.0,10034.0
01/04/2022,WY,844805,46700,357860,440245,276039,25226,113637,137061,100781.0,47402.0,51953.0,1388.0
01/04/2022,MO,9882695,410500,3521460,5950735,3259014,228263,1124938,1905223,1102818.0,460057.0,628904.0,13813.0
01/04/2022,SD,1581285,86400,623240,871645,507287,36964,189700,280591,177300.0,82172.0,93011.0,2109.0
01/04/2022,MD,13280810,590900,4513320,8176590,4267296,314822,1457900,2490807,1651090.0,729170.0,892921.0,28700.0
01/04/2022,WA,15157395,724600,5315060,9117735,5185346,433142,1823029,2926034,2027734.0,914705.0,1085069.0,27437.0
01/04/2022,WV,3342455,156400,1162040,2024015,989663,58652,410611,519955,380013.0,181746.0,194283.0,3928.0
01/04/2022,CT,7417465,331600,2750360,4335505,2670543,223688,918471,1527945,1062370.0,510112.0,539343.0,12898.0
01/04/2022,NM,3783885,182900,1432580,2168405,1392059,104172,536464,749443,548134.0,234289.0,305955.0,7809.0
01/04/2022,IH2,2541295,101900,1138480,1300915,820830,36706,381110,403008,194809.0,95846.0,97662.0,1183.0
01/04/2022,VI,135860,2400,35540,97920,53912,1930,15115,36862,12453.0,4352.0,7988.0,111.0
01/04/2022,HI,2971770,122900,1056720,1792150,904205,57799,285667,542592,165728.0,53594.0,110413.0,1696.0
01/04/2022,NH,2932510,167900,1022420,1742190,916131,81003,335005,500038,133744.0,62982.0,67672.0,3080.0
01/04/2022,MT,1726035,103600,684320,938115,578347,52506,229795,295624,233008.0,110922.0,117716.0,4104.0
01/03/2022,CA,76094855,3536100,26615060,45943695,26229407,2047833,9207850,14969073,8969666.0,4053936.0,4765322.0,149990.0
01/03/2022,ID,2857660,150800,1037920,1668940,826758,75093,315750,435214,317335.0,139114.0,173598.0,4561.0
01/03/2022,DE,1974935,89500,749960,1135475,627168,54579,224083,347921,222328.0,98071.0,120529.0,3716.0
01/03/2022,PA,25634675,1462600,9403120,14768955,8175733,687114,2993961,4494049,2619612.0,1180615.0,1430314.0,8644.0
01/03/2022,MP,113330,3300,24720,85310,39878,1111,4822,33945,13714.0,2992.0,10586.0,136.0
01/03/2022,ME,2908270,150600,1119280,1638390,1020441,128655,371717,519511,454272.0,215622.0,229360.0,8993.0
01/03/2022,RI,2281885,87000,853680,1341205,812754,57702,281001,473720,352649.0,156403.0,192184.0,4040.0
01/03/2022,MA,14667220,599300,5422480,8645440,5155089,370686,1837896,2946333,2037977.0,996152.0,1020855.0,20962.0
01/03/2022,PR,6434610,211200,2273040,3950370,2461510,137148,922219,1402034,710730.0,296310.0,407729.0,6684.0
01/03/2022,MN,10830940,491800,3708080,6631060,3694272,319230,1264270,2109760,1716952.0,710157.0,981733.0,24821.0
01/03/2022,KY,7433545,369000,2924020,4140525,2429485,202988,943551,1281362,882086.0,405031.0,458115.0,18835.0
01/03/2022,VT,1426190,69700,555320,801170,485068,46149,173101,265553,244024.0,108565.0,131600.0,3843.0
01/03/2022,AR,4981960,247500,1915640,2818820,1545652,108370,638136,798071,467569.0,229900.0,229668.0,7600.0
01/03/2022,NJ,18663165,898800,6498160,11266205,6268285,493140,2220196,3554510,2145724.0,966591.0,1133807.0,45304.0
01/03/2022,SC,8807355,436400,3432160,4938795,2744562,197130,1002169,1544914,883013.0,380925.0,484008.0,17624.0
01/03/2022,AK,1314315,83100,495780,735435,413002,37022,150820,225058,145660.0,67163.0,76605.0,1873.0
01/03/2022,VA2,7525480,617900,3660440,3247140,2911828,230531,1428063,1253223,940003.0,489827.0,433511.0,16665.0
01/03/2022,NM,3783885,182900,1432580,2168405,1391497,104154,536369,748994,547338.0,233928.0,305527.0,7802.0
